ice_symbol,symbol_root,product,location,molecule,native_uom,convert_to_$usg,quarter_numb,quarter_pos,component_months,component_months_names,component_symbols,symbol_1,symbol_2,symbol_root_2,product_2,location_2,molecule_2,native_uom_2,convert_to_$usg_2,quarter_numb_2,quarter_pos_2,component_months_2,component_months_names_2,component_symbols_2,spread_type
=('%ISO K!-IEU')-('=(('%PRL V!-IEU') + ('%PRL X!-IEU') + ('%PRL Z!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,K,MAY,n/a,%ISO K!-IEU,=(('%PRL V!-IEU') + ('%PRL X!-IEU') + ('%PRL Z!-IEU'))/3,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%PRL V!-IEU,%PRL X!-IEU,%PRL Z!-IEU",spread
=('%ISO K!-IEU')-('=(('%PRN F!-IEU') + ('%PRN G!-IEU') + ('%PRN H!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,K,MAY,n/a,%ISO K!-IEU,=(('%PRN F!-IEU') + ('%PRN G!-IEU') + ('%PRN H!-IEU'))/3,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%PRN F!-IEU,%PRN G!-IEU,%PRN H!-IEU",spread
=('%ISO K!-IEU')-('=(('%PRN J!-IEU') + ('%PRN K!-IEU') + ('%PRN M!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,K,MAY,n/a,%ISO K!-IEU,=(('%PRN J!-IEU') + ('%PRN K!-IEU') + ('%PRN M!-IEU'))/3,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%PRN J!-IEU,%PRN K!-IEU,%PRN M!-IEU",spread
=('%ISO K!-IEU')-('=(('%PRN N!-IEU') + ('%PRN Q!-IEU') + ('%PRN U!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,K,MAY,n/a,%ISO K!-IEU,=(('%PRN N!-IEU') + ('%PRN Q!-IEU') + ('%PRN U!-IEU'))/3,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%PRN N!-IEU,%PRN Q!-IEU,%PRN U!-IEU",spread
=('%ISO K!-IEU')-('=(('%PRN V!-IEU') + ('%PRN X!-IEU') + ('%PRN Z!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,K,MAY,n/a,%ISO K!-IEU,=(('%PRN V!-IEU') + ('%PRN X!-IEU') + ('%PRN Z!-IEU'))/3,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%PRN V!-IEU,%PRN X!-IEU,%PRN Z!-IEU",spread
=('%ISO K!-IEU')-('=(('%XRB F!') + ('%XRB G!') + ('%XRB H!'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,K,MAY,n/a,%ISO K!-IEU,=(('%XRB F!') + ('%XRB G!') + ('%XRB H!'))/3,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%XRB F!,%XRB G!,%XRB H!",spread
=('%ISO K!-IEU')-('=(('%XRB J!') + ('%XRB K!') + ('%XRB M!'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,K,MAY,n/a,%ISO K!-IEU,=(('%XRB J!') + ('%XRB K!') + ('%XRB M!'))/3,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%XRB J!,%XRB K!,%XRB M!",spread
=('%ISO K!-IEU')-('=(('%XRB N!') + ('%XRB Q!') + ('%XRB U!'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,K,MAY,n/a,%ISO K!-IEU,=(('%XRB N!') + ('%XRB Q!') + ('%XRB U!'))/3,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%XRB N!,%XRB Q!,%XRB U!",spread
=('%ISO K!-IEU')-('=(('%XRB V!') + ('%XRB X!') + ('%XRB Z!'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,K,MAY,n/a,%ISO K!-IEU,=(('%XRB V!') + ('%XRB X!') + ('%XRB Z!'))/3,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%XRB V!,%XRB X!,%XRB Z!",spread
=('%ISO K!-IEU')-('=((('%AFE F!-IEU') + ('%AFE G!-IEU') + ('%AFE H!-IEU'))/3)/521')/521,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,K,MAY,n/a,%ISO K!-IEU,=((('%AFE F!-IEU') + ('%AFE G!-IEU') + ('%AFE H!-IEU'))/3)/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,Y,1Q,"F,G,H","JAN,FEB,MAR","%AFE F!-IEU,%AFE G!-IEU,%AFE H!-IEU",spread
=('%ISO K!-IEU')-('=((('%AFE J!-IEU') + ('%AFE K!-IEU') + ('%AFE M!-IEU'))/3)/521')/521,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,K,MAY,n/a,%ISO K!-IEU,=((('%AFE J!-IEU') + ('%AFE K!-IEU') + ('%AFE M!-IEU'))/3)/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,Y,2Q,"J,K,M","APR,MAY,JUN","%AFE J!-IEU,%AFE K!-IEU,%AFE M!-IEU",spread
=('%ISO K!-IEU')-('=((('%AFE N!-IEU') + ('%AFE Q!-IEU') + ('%AFE U!-IEU'))/3)/521')/521,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,K,MAY,n/a,%ISO K!-IEU,=((('%AFE N!-IEU') + ('%AFE Q!-IEU') + ('%AFE U!-IEU'))/3)/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,Y,3Q,"N,Q,U","JUL,AUG,SEP","%AFE N!-IEU,%AFE Q!-IEU,%AFE U!-IEU",spread
=('%ISO K!-IEU')-('=((('%AFE V!-IEU') + ('%AFE X!-IEU') + ('%AFE Z!-IEU'))/3)/521')/521,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,K,MAY,n/a,%ISO K!-IEU,=((('%AFE V!-IEU') + ('%AFE X!-IEU') + ('%AFE Z!-IEU'))/3)/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,Y,4Q,"V,X,Z","OCT,NOV,DEC","%AFE V!-IEU,%AFE X!-IEU,%AFE Z!-IEU",spread
=('%ISO K!-IEU')-('=((('%CL F!') + ('%CL G!') + ('%CL H!'))/3)/42')/42,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,K,MAY,n/a,%ISO K!-IEU,=((('%CL F!') + ('%CL G!') + ('%CL H!'))/3)/42,CL,CRUDE OIL,CUSHING,CL,$/bbl,/42,Y,1Q,"F,G,H","JAN,FEB,MAR","%CL F!,%CL G!,%CL H!",spread
=('%ISO K!-IEU')-('=((('%CL J!') + ('%CL K!') + ('%CL M!'))/3)/42')/42,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,K,MAY,n/a,%ISO K!-IEU,=((('%CL J!') + ('%CL K!') + ('%CL M!'))/3)/42,CL,CRUDE OIL,CUSHING,CL,$/bbl,/42,Y,2Q,"J,K,M","APR,MAY,JUN","%CL J!,%CL K!,%CL M!",spread
=('%ISO K!-IEU')-('=((('%CL N!') + ('%CL Q!') + ('%CL U!'))/3)/42')/42,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,K,MAY,n/a,%ISO K!-IEU,=((('%CL N!') + ('%CL Q!') + ('%CL U!'))/3)/42,CL,CRUDE OIL,CUSHING,CL,$/bbl,/42,Y,3Q,"N,Q,U","JUL,AUG,SEP","%CL N!,%CL Q!,%CL U!",spread
=('%ISO K!-IEU')-('=((('%CL V!') + ('%CL X!') + ('%CL Z!'))/3)/42')/42,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,K,MAY,n/a,%ISO K!-IEU,=((('%CL V!') + ('%CL X!') + ('%CL Z!'))/3)/42,CL,CRUDE OIL,CUSHING,CL,$/bbl,/42,Y,4Q,"V,X,Z","OCT,NOV,DEC","%CL V!,%CL X!,%CL Z!",spread
=('%ISO M!-IEU')-('%ISO N!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%ISO N!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%ISO M!-IEU')-('%ISO Q!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%ISO Q!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%ISO M!-IEU')-('%ISO U!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%ISO U!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%ISO M!-IEU')-('%ISO V!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%ISO V!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%ISO M!-IEU')-('%ISO X!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%ISO X!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%ISO M!-IEU')-('%ISO Z!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%ISO Z!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%ISO M!-IEU')-('%NBI F!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NBI F!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%ISO M!-IEU')-('%NBI G!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NBI G!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%ISO M!-IEU')-('%NBI H!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NBI H!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%ISO M!-IEU')-('%NBI J!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NBI J!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%ISO M!-IEU')-('%NBI K!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NBI K!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%ISO M!-IEU')-('%NBI M!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NBI M!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%ISO M!-IEU')-('%NBI N!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NBI N!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%ISO M!-IEU')-('%NBI Q!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NBI Q!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%ISO M!-IEU')-('%NBI U!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NBI U!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%ISO M!-IEU')-('%NBI V!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NBI V!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%ISO M!-IEU')-('%NBI X!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NBI X!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%ISO M!-IEU')-('%NBI Z!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NBI Z!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%ISO M!-IEU')-('%NGE F!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NGE F!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%ISO M!-IEU')-('%NGE G!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NGE G!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%ISO M!-IEU')-('%NGE H!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NGE H!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%ISO M!-IEU')-('%NGE J!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NGE J!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%ISO M!-IEU')-('%NGE K!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NGE K!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%ISO M!-IEU')-('%NGE M!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NGE M!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%ISO M!-IEU')-('%NGE N!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NGE N!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%ISO M!-IEU')-('%NGE Q!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NGE Q!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%ISO M!-IEU')-('%NGE U!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NGE U!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%ISO M!-IEU')-('%NGE V!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NGE V!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%ISO M!-IEU')-('%NGE X!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NGE X!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%ISO M!-IEU')-('%NGE Z!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%NGE Z!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%ISO M!-IEU')-('%PRC F!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRC F!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%ISO M!-IEU')-('%PRC G!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRC G!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%ISO M!-IEU')-('%PRC H!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRC H!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%ISO M!-IEU')-('%PRC J!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRC J!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%ISO M!-IEU')-('%PRC K!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRC K!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%ISO M!-IEU')-('%PRC M!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRC M!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%ISO M!-IEU')-('%PRC N!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRC N!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%ISO M!-IEU')-('%PRC Q!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRC Q!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%ISO M!-IEU')-('%PRC U!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRC U!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%ISO M!-IEU')-('%PRC V!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRC V!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%ISO M!-IEU')-('%PRC X!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRC X!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%ISO M!-IEU')-('%PRC Z!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRC Z!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%ISO M!-IEU')-('%PRL F!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRL F!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%ISO M!-IEU')-('%PRL G!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRL G!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%ISO M!-IEU')-('%PRL H!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRL H!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%ISO M!-IEU')-('%PRL J!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRL J!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%ISO M!-IEU')-('%PRL K!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRL K!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%ISO M!-IEU')-('%PRL M!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRL M!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%ISO M!-IEU')-('%PRL N!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRL N!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%ISO M!-IEU')-('%PRL Q!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRL Q!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%ISO M!-IEU')-('%PRL U!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRL U!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%ISO M!-IEU')-('%PRL V!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRL V!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%ISO M!-IEU')-('%PRL X!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRL X!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%ISO M!-IEU')-('%PRL Z!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRL Z!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%ISO M!-IEU')-('%PRN F!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRN F!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%ISO M!-IEU')-('%PRN G!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRN G!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%ISO M!-IEU')-('%PRN H!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRN H!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%ISO M!-IEU')-('%PRN J!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRN J!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%ISO M!-IEU')-('%PRN K!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRN K!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%ISO M!-IEU')-('%PRN M!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRN M!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,M,JUN,n/a,spread
