ice_symbol,symbol_root,product,location,molecule,native_uom,convert_to_$usg,quarter_numb,quarter_pos,component_months,component_months_names,component_symbols,symbol_1,symbol_2,symbol_root_2,product_2,location_2,molecule_2,native_uom_2,convert_to_$usg_2,quarter_numb_2,quarter_pos_2,component_months_2,component_months_names_2,component_symbols_2,spread_type
=(('%NGE J!-IEU') + ('%NGE K!-IEU') + ('%NGE M!-IEU'))/3,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%NGE J!-IEU,%NGE K!-IEU,%NGE M!-IEU",,,,,,,,,,,,,,outright
=(('%NGE N!-IEU') + ('%NGE Q!-IEU') + ('%NGE U!-IEU'))/3,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%NGE N!-IEU,%NGE Q!-IEU,%NGE U!-IEU",,,,,,,,,,,,,,outright
=(('%NGE V!-IEU') + ('%NGE X!-IEU') + ('%NGE Z!-IEU'))/3,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%NGE V!-IEU,%NGE X!-IEU,%NGE Z!-IEU",,,,,,,,,,,,,,outright
=(('%PRC F!-IEU') + ('%PRC G!-IEU') + ('%PRC H!-IEU'))/3,PRC,PROPANE,CONWAY,C3,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%PRC F!-IEU,%PRC G!-IEU,%PRC H!-IEU",,,,,,,,,,,,,,outright
=(('%PRC J!-IEU') + ('%PRC K!-IEU') + ('%PRC M!-IEU'))/3,PRC,PROPANE,CONWAY,C3,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%PRC J!-IEU,%PRC K!-IEU,%PRC M!-IEU",,,,,,,,,,,,,,outright
=(('%PRC N!-IEU') + ('%PRC Q!-IEU') + ('%PRC U!-IEU'))/3,PRC,PROPANE,CONWAY,C3,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%PRC N!-IEU,%PRC Q!-IEU,%PRC U!-IEU",,,,,,,,,,,,,,outright
=(('%PRC V!-IEU') + ('%PRC X!-IEU') + ('%PRC Z!-IEU'))/3,PRC,PROPANE,CONWAY,C3,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%PRC V!-IEU,%PRC X!-IEU,%PRC Z!-IEU",,,,,,,,,,,,,,outright
=(('%PRL F!-IEU') + ('%PRL G!-IEU') + ('%PRL H!-IEU'))/3,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%PRL F!-IEU,%PRL G!-IEU,%PRL H!-IEU",,,,,,,,,,,,,,outright
=(('%PRL J!-IEU') + ('%PRL K!-IEU') + ('%PRL M!-IEU'))/3,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%PRL J!-IEU,%PRL K!-IEU,%PRL M!-IEU",,,,,,,,,,,,,,outright
=(('%PRL N!-IEU') + ('%PRL Q!-IEU') + ('%PRL U!-IEU'))/3,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%PRL N!-IEU,%PRL Q!-IEU,%PRL U!-IEU",,,,,,,,,,,,,,outright
=(('%PRL V!-IEU') + ('%PRL X!-IEU') + ('%PRL Z!-IEU'))/3,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%PRL V!-IEU,%PRL X!-IEU,%PRL Z!-IEU",,,,,,,,,,,,,,outright
=(('%PRN F!-IEU') + ('%PRN G!-IEU') + ('%PRN H!-IEU'))/3,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%PRN F!-IEU,%PRN G!-IEU,%PRN H!-IEU",,,,,,,,,,,,,,outright
=(('%PRN J!-IEU') + ('%PRN K!-IEU') + ('%PRN M!-IEU'))/3,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%PRN J!-IEU,%PRN K!-IEU,%PRN M!-IEU",,,,,,,,,,,,,,outright
=(('%PRN N!-IEU') + ('%PRN Q!-IEU') + ('%PRN U!-IEU'))/3,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%PRN N!-IEU,%PRN Q!-IEU,%PRN U!-IEU",,,,,,,,,,,,,,outright
=(('%PRN V!-IEU') + ('%PRN X!-IEU') + ('%PRN Z!-IEU'))/3,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%PRN V!-IEU,%PRN X!-IEU,%PRN Z!-IEU",,,,,,,,,,,,,,outright
=(('%XRB F!') + ('%XRB G!') + ('%XRB H!'))/3,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%XRB F!,%XRB G!,%XRB H!",,,,,,,,,,,,,,outright
=(('%XRB J!') + ('%XRB K!') + ('%XRB M!'))/3,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%XRB J!,%XRB K!,%XRB M!",,,,,,,,,,,,,,outright
=(('%XRB N!') + ('%XRB Q!') + ('%XRB U!'))/3,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%XRB N!,%XRB Q!,%XRB U!",,,,,,,,,,,,,,outright
=(('%XRB V!') + ('%XRB X!') + ('%XRB Z!'))/3,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%XRB V!,%XRB X!,%XRB Z!",,,,,,,,,,,,,,outright
=('%AFE F!-IEU')/521-('%AFE G!-IEU')/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%AFE G!-IEU,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,G,FEB,n/a,spread
=('%AFE F!-IEU')/521-('%AFE H!-IEU')/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%AFE H!-IEU,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,H,MAR,n/a,spread
=('%AFE F!-IEU')/521-('%AFE J!-IEU')/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%AFE J!-IEU,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,J,APR,n/a,spread
=('%AFE F!-IEU')/521-('%AFE K!-IEU')/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%AFE K!-IEU,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,K,MAY,n/a,spread
=('%AFE F!-IEU')/521-('%AFE M!-IEU')/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%AFE M!-IEU,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,M,JUN,n/a,spread
=('%AFE F!-IEU')/521-('%AFE N!-IEU')/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%AFE N!-IEU,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,N,JUL,n/a,spread
=('%AFE F!-IEU')/521-('%AFE Q!-IEU')/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%AFE Q!-IEU,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Q,AUG,n/a,spread
=('%AFE F!-IEU')/521-('%AFE U!-IEU')/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%AFE U!-IEU,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,U,SEP,n/a,spread
=('%AFE F!-IEU')/521-('%AFE V!-IEU')/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%AFE V!-IEU,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,V,OCT,n/a,spread
=('%AFE F!-IEU')/521-('%AFE X!-IEU')/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%AFE X!-IEU,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,X,NOV,n/a,spread
=('%AFE F!-IEU')/521-('%AFE Z!-IEU')/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%AFE Z!-IEU,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,spread
=('%AFE F!-IEU')/521-('%CL F!')/42,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%CL F!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,spread
=('%AFE F!-IEU')/521-('%CL G!')/42,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%CL G!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,G,FEB,n/a,spread
=('%AFE F!-IEU')/521-('%CL H!')/42,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%CL H!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,H,MAR,n/a,spread
=('%AFE F!-IEU')/521-('%CL J!')/42,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%CL J!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,J,APR,n/a,spread
=('%AFE F!-IEU')/521-('%CL K!')/42,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%CL K!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,K,MAY,n/a,spread
=('%AFE F!-IEU')/521-('%CL M!')/42,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%CL M!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,M,JUN,n/a,spread
=('%AFE F!-IEU')/521-('%CL N!')/42,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%CL N!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,N,JUL,n/a,spread
=('%AFE F!-IEU')/521-('%CL Q!')/42,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%CL Q!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,Q,AUG,n/a,spread
=('%AFE F!-IEU')/521-('%CL U!')/42,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%CL U!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,U,SEP,n/a,spread
=('%AFE F!-IEU')/521-('%CL V!')/42,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%CL V!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,V,OCT,n/a,spread
=('%AFE F!-IEU')/521-('%CL X!')/42,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%CL X!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,X,NOV,n/a,spread
=('%AFE F!-IEU')/521-('%CL Z!')/42,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%CL Z!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,Z,DEC,n/a,spread
=('%AFE F!-IEU')/521-('%HO F!'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%HO F!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%AFE F!-IEU')/521-('%HO G!'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%HO G!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%AFE F!-IEU')/521-('%HO H!'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%HO H!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%AFE F!-IEU')/521-('%HO J!'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%HO J!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%AFE F!-IEU')/521-('%HO K!'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%HO K!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%AFE F!-IEU')/521-('%HO M!'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%HO M!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%AFE F!-IEU')/521-('%HO N!'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%HO N!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%AFE F!-IEU')/521-('%HO Q!'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%HO Q!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%AFE F!-IEU')/521-('%HO U!'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%HO U!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%AFE F!-IEU')/521-('%HO V!'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%HO V!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%AFE F!-IEU')/521-('%HO X!'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%HO X!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%AFE F!-IEU')/521-('%HO Z!'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%HO Z!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%AFE F!-IEU')/521-('%IBC F!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%IBC F!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%AFE F!-IEU')/521-('%IBC G!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%IBC G!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%AFE F!-IEU')/521-('%IBC H!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%IBC H!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%AFE F!-IEU')/521-('%IBC J!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%IBC J!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%AFE F!-IEU')/521-('%IBC K!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%IBC K!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%AFE F!-IEU')/521-('%IBC M!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%IBC M!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%AFE F!-IEU')/521-('%IBC N!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%IBC N!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%AFE F!-IEU')/521-('%IBC Q!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%IBC Q!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%AFE F!-IEU')/521-('%IBC U!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%IBC U!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%AFE F!-IEU')/521-('%IBC V!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%IBC V!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%AFE F!-IEU')/521-('%IBC X!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%IBC X!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%AFE F!-IEU')/521-('%IBC Z!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%IBC Z!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%AFE F!-IEU')/521-('%ISO F!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%ISO F!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%AFE F!-IEU')/521-('%ISO G!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%ISO G!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%AFE F!-IEU')/521-('%ISO H!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%ISO H!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%AFE F!-IEU')/521-('%ISO J!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%ISO J!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%AFE F!-IEU')/521-('%ISO K!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%ISO K!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%AFE F!-IEU')/521-('%ISO M!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%ISO M!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%AFE F!-IEU')/521-('%ISO N!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%ISO N!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%AFE F!-IEU')/521-('%ISO Q!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%ISO Q!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%AFE F!-IEU')/521-('%ISO U!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%ISO U!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%AFE F!-IEU')/521-('%ISO V!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%ISO V!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%AFE F!-IEU')/521-('%ISO X!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%ISO X!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%AFE F!-IEU')/521-('%ISO Z!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%ISO Z!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%AFE F!-IEU')/521-('%NBI F!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%NBI F!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%AFE F!-IEU')/521-('%NBI G!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%NBI G!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%AFE F!-IEU')/521-('%NBI H!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%NBI H!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%AFE F!-IEU')/521-('%NBI J!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%NBI J!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%AFE F!-IEU')/521-('%NBI K!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%NBI K!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%AFE F!-IEU')/521-('%NBI M!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%NBI M!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%AFE F!-IEU')/521-('%NBI N!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%NBI N!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%AFE F!-IEU')/521-('%NBI Q!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%NBI Q!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%AFE F!-IEU')/521-('%NBI U!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%NBI U!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%AFE F!-IEU')/521-('%NBI V!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%NBI V!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%AFE F!-IEU')/521-('%NBI X!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%NBI X!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%AFE F!-IEU')/521-('%NBI Z!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%NBI Z!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%AFE F!-IEU')/521-('%NGE F!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%NGE F!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%AFE F!-IEU')/521-('%NGE G!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%NGE G!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%AFE F!-IEU')/521-('%NGE H!-IEU'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,F,JAN,n/a,%AFE F!-IEU,%NGE H!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,H,MAR,n/a,spread
